platform,komentar,timestamp
youtube,Justin you lately look like a person living out of a dumpster or walking skid row,2 hari yang lalu
youtube,🎉🎉jb kembali,2 hari yang lalu
youtube,"he actually looks healthy, bless him",2 hari yang lalu
youtube,Iam from Rwanda nice performance,2 hari yang lalu
youtube,The one!,2 hari yang lalu
youtube,What an icon! 🎆,2 hari yang lalu
youtube,the bestt❤,2 hari yang lalu
youtube,"A few years ago, a physicist, chemist, inventor, Nobel Prize winner became famous and became a celebrity.
figures who are truly influential, truly influencers.. for our mankind...
Nowadays, those who are called celebrity and influencers have no role whatsoever in our lives...
just overpriced entertainment",2 hari yang lalu
youtube,is that mk gee on guitar?,2 hari yang lalu
youtube,Your mum,2 hari yang lalu
youtube,Ayooo,2 hari yang lalu
youtube,#2 GOAT!!,2 hari yang lalu
youtube,😭😭❤️‍🩹So proud of you,2 hari yang lalu (diedit)
youtube,He is Back 👍👍,2 hari yang lalu
youtube,This proves less is more 🙌,2 hari yang lalu
youtube,CLOSAHHH,2 hari yang lalu
youtube,wonder how many people peaked during the fireworks,2 hari yang lalu
youtube,3:46 I love you too bro.🫶🏼,2 hari yang lalu
youtube,I love this so much. I can’t stop replaying 🥹❤️,2 hari yang lalu
youtube,"This song is so good, let's listen to it and enjoy it together!
Please help me subscribe to the channel so I can listen to more great songs.",2 hari yang lalu
youtube,All I want in life is to be like Justin in this song with the fireworks 🎆💙,2 hari yang lalu
youtube,"What a moment! May you always be happy, our Kidrauhl!!",2 hari yang lalu
youtube,Most creative least effort concert show. This guy is genius!,2 hari yang lalu
youtube,Bieberchella 2026 is going down in history🔥,2 hari yang lalu
youtube,너무 좋아서 미치겠다요.........,2 hari yang lalu
youtube,Вечный😂пиздюк,2 hari yang lalu
youtube,The guitar 🎸,2 hari yang lalu
youtube,BIEBER FEVER 🥵❤❤,2 hari yang lalu
youtube,I'm really looking forward to his performance. Please come back with pride and show the world that Justin is Justin,2 hari yang lalu
youtube,It was actually perfect and better then any other show. So glad he did it his way!!!,2 hari yang lalu
youtube,Dove salti ??❤,2 hari yang lalu
youtube,"After all these years, his voice hasn't changed. I can recognize his voice perfectly well without even watching a video.",2 hari yang lalu
youtube,Legend.,2 hari yang lalu
youtube,❤❤❤,2 hari yang lalu
youtube,Sorry I'm blushing he is my first love 🙈🤭❤️❤️,2 hari yang lalu
youtube,"The real singer, sing from heart🙏👌",2 hari yang lalu
youtube,bilieber since HS 2010❤❤❤,2 hari yang lalu
youtube,This song for selena !🎉,2 hari yang lalu
youtube,"the goat was always here, just needed the correct pair of eyes and ears to see/hear it",2 hari yang lalu (diedit)
youtube,This is sooo good.,2 hari yang lalu
youtube,Just become new subcriber coz of this performance,2 hari yang lalu
youtube,love u❤,2 hari yang lalu
youtube,빌리버들이라면 이번 무대가 얼마나 최고였는지 잘 알거같음 뜨또.. 빌리버들 행복하게 만들어줘서 고마워,2 hari yang lalu
youtube,Is that Brandon buckingham,2 hari yang lalu
youtube,"Wasn’t a fan of Justin Bieber before, but I have to say.. his comeback is phenomenal. 
He’s clearly evolved, both personally and artistically.",2 hari yang lalu
youtube,Love u Justin Bieber...im glad u are so awesome brave stronge....im happy,2 hari yang lalu
youtube,Mr. Justin........YOU HAVE GROWN UP... HE IS BLESSED........ 💯💯🌹🌹JUST STILL GROWTH.......,2 hari yang lalu (diedit)
youtube,closer and closahhhh,2 hari yang lalu
youtube,🌹🌹🌹🌹💯💯💯🙏🏽🙏🏽🙏🏽🙏🏽👏🏽👏🏽👏🏽❤‍🔥💯🌹,2 hari yang lalu
youtube,Miss u JB 🥹,2 hari yang lalu
youtube,"i love what they did in the end, just the instrumental. that beat/instrumental is just nice",2 hari yang lalu
youtube,Wasn't he friends with Selena no he was friends with Hailey and stop bringing her into everything related to Justin ok. Focus on her and Benny,2 hari yang lalu
youtube,Wasn't friends with Selena. He was friends with Hailey and stop bringing her to everything related to him and focus Benny,2 hari yang lalu
youtube,BADLY NEED A VERSION OF THIS IN SPOTIFYYYY,2 hari yang lalu
youtube,Happy To see Justin Getting Back🙂,2 hari yang lalu
youtube,best show ever,2 hari yang lalu
youtube,"i mean ofcourse, he is the JUSTIN BIEBER! nations first FIRST LOVE!",2 hari yang lalu
youtube,"Doesnt look rainy there, why is he wearing gum boots?",2 hari yang lalu
youtube,"Watched and sang in my boxers at home, thank you Justin.",2 hari yang lalu
youtube,infinite aura,2 hari yang lalu
youtube,Zzzzzzz 🥱🥱🥱🥱🥱🥱🥱,2 hari yang lalu
youtube,❤❤❤❤❤🎉,2 hari yang lalu
youtube,W,2 hari yang lalu
youtube,Glad to see him doing better he’s very talented!!!,2 hari yang lalu
youtube,Best live performance of all time 🎉,2 hari yang lalu (diedit)
youtube,yo why he dressed like a clown tho?,2 hari yang lalu
youtube,MY HEART IS SO HAPPY TO SEE YOU HAPPY JB! YOU CAME STRONGER AND WE FEEL THE HEALING! WE LOVE YOU! ❤❤,2 hari yang lalu
youtube,Imagine having to share you husband with the world,2 hari yang lalu
youtube,Can you please do Coachella?  in the UK,2 hari yang lalu
youtube,See  Legend journey with MathsQ,2 hari yang lalu
youtube,Bieber Fever Is Back Baby 😻,2 hari yang lalu
youtube,Comback ❤❤❤❤❤❤❤❤,2 hari yang lalu
youtube,lovee it,2 hari yang lalu
youtube,Best show ever ❤. He's an Icon,2 hari yang lalu
youtube,its true that bieber fever has no cure. beliebers since 2010 here :hand-pink-waving:,2 hari yang lalu
youtube,He is soooo fine,2 hari yang lalu
youtube,Is That MK:GEE ?!,2 hari yang lalu
youtube,Justin everrr😍💜🔥,2 hari yang lalu
youtube,What else could ppl want I dont understand it he did a awesome job doing what he loves and ppl still want to bash him see this is a perfect example of what is wrong with the great united States of America instead of coming together to be proud about something or someone we always have to be negative always,2 hari yang lalu
youtube,Goosebumps. Missed him performing a lot,2 hari yang lalu
youtube,Love this,2 hari yang lalu
youtube,CLOSER N CLOSER AND CLOSAAAH,2 hari yang lalu
youtube,"I don't know what happened or what he saw at 1:22 but I don't think I've ever seen a warmer, more genuine smile. He looked elated, but completely present. I'm not afraid to say it made me feel all fuzzy inside in the best possible way.",2 hari yang lalu
youtube,👏👏🇬🇧,2 hari yang lalu
youtube,Алға Қазақстан деп жазып жіберсем қалай болады екен,2 hari yang lalu
youtube,"JUSTIN BIEBER sings very well in 2026, believe me he will rise again",2 hari yang lalu
youtube,It was so cool seeing him sing with his younger self. That was so creative.  I love everything I've seen about his performance.  I love seeing him look happy and full of love.,2 hari yang lalu
youtube,"Thank u coachella, love jb❤❤❤",2 hari yang lalu
youtube,"For those wondering that's Mk.gee at the guitar. Incredibly innovative sound, very gifted player and great singer as well!",2 hari yang lalu (diedit)
youtube,ayo is that mk.gee,2 hari yang lalu
youtube,"thank youuu, we love youuu",2 hari yang lalu
youtube,"This 'youtube experience' bs has ruined Coachella.  Artists went to perform in front of the live fans, not its like they aren't there anymore and it creates this fake experience online.   I wanted to see them perform for the live audience not youtube.",2 hari yang lalu
youtube,BEAUTIFUL:hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving:,2 hari yang lalu
youtube,I believe you,2 hari yang lalu
youtube,"“Don’t wanna be friends, just skin to skin, I wanna get closer and closer and closaaaaaaah!”  I’m crying! 😭🥹💜",2 hari yang lalu
youtube,"his aura is unmatchedddddddd, what a voice, what a talent, JB 4EVER mannnn <3",2 hari yang lalu
youtube,Lo amo tanto mi Justin 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,2 hari yang lalu
youtube,🥹🥹🥹🥹🥹🥹🥹🥹божееее,2 hari yang lalu
youtube,I think the real jb is back 😊,2 hari yang lalu
youtube,"CLOSER AND CLOSER AND CLOSAAAHH
My new vocal stim",2 hari yang lalu (diedit)
youtube,MY BABYYYYY❤❤❤❤,2 hari yang lalu
youtube,Can we have this version on Spotify?🥹,2 hari yang lalu
youtube,Playback,2 hari yang lalu
youtube,❤❤❤,2 hari yang lalu
youtube,yikes,2 hari yang lalu
youtube,My Bieber 💜🥹 We love you here ♥️ 🇵🇭,2 hari yang lalu (diedit)
youtube,Legend ❤,2 hari yang lalu
youtube,❤,2 hari yang lalu
youtube,Love love love him,2 hari yang lalu
youtube,I wanna get closer and closer and CLOSSAHH!!!!!❤❤❤,2 hari yang lalu
youtube,yukon plsss,2 hari yang lalu
youtube,"this is the best,
reminder to myself- be yourself, take your time and give a impactful comeback.",2 hari yang lalu
youtube,Justin’s talent is incredible and beautiful.  He should have 100 Grammies.  HIM!❤,2 hari yang lalu
youtube,Never knew the dream team would be Justin B and Mk.Gee❤️,2 hari yang lalu
youtube,Good song,2 hari yang lalu
youtube,who else can sound this good live?,2 hari yang lalu
youtube,This is actually made me so happy ❤,2 hari yang lalu
youtube,Justinnnn,2 hari yang lalu
youtube,Seeing him smile makes me happy! Welcome back Justin!,2 hari yang lalu
youtube,drink some water <3,2 hari yang lalu
youtube,this performance will be stamped in my memory forever :’) so proud of him,2 hari yang lalu
youtube,"I WOULD NOT BE IN THE PRESENCE OF THOSES PEOPLE WITH ALL BEING SAID OF SATANISTS, WITCHES ,DEMONICS , REALLY BIEBER REALLY",2 hari yang lalu
youtube,legend 🥹,2 hari yang lalu
youtube,This shee slaps yo!!,2 hari yang lalu
youtube,Justin Bieber everyone!!!!,2 hari yang lalu
youtube,Mk.gee’s aura is on another level,2 hari yang lalu
youtube,Wow really his wife shows up with the Kardashians...that say a lot .. but whatever!! Poor Justin once again screwed by... what ever... I'm not gonna say it!!!  Love you baby boy Justin 😘,2 hari yang lalu
youtube,💜💜💜💜💜💜,2 hari yang lalu
youtube,"So happy to see him back on a stage, it's tough being in his life sometimes, but when he shines, he shines.",2 hari yang lalu
youtube,여전하구나 뜨또형❤,2 hari yang lalu
youtube,"Justin bieber is back, keep on strong and keep on perfoming 👏
Keep singing beautifully justin 👍",2 hari yang lalu (diedit)
youtube,Guys got an amazing voice,2 hari yang lalu
youtube,CLOSER AND CLOSER AND CLOSAAAAHHHH,2 hari yang lalu
youtube,Mk.gee woahhhh,2 hari yang lalu
youtube,Justin and Kardashians family are literally close with eo,2 hari yang lalu
youtube,I really mean no disrespect to Justin when I say this but 5 years ago 10 years ago 15 years ago. I didn't really care for him. Now he speaks his truth. God 100% couldn't be more proud of the man. Much love Justin,2 hari yang lalu
youtube,That  guitar tone blends so well with jb it's so crunchy and deep yet the song is so lively,2 hari yang lalu
youtube,"His trying
To get his vibe back",2 hari yang lalu
youtube,gng we are bringign ''16 back?,2 hari yang lalu
youtube,Never really resonated with JBs music mostly because I was older than his core demographic but always recognised his talent. I loved his set so so much. Definitely one of my favourites over the weekend. When you have talent like that you don't need the bells and whistles.,2 hari yang lalu (diedit)
youtube,🔥🔥🔥,2 hari yang lalu
youtube,Justin ❤❤,2 hari yang lalu
youtube,Bieber is great - that distorted guitar sucked,2 hari yang lalu
youtube,🙂👍👏,2 hari yang lalu
youtube,i wanna get closer and closer and close-aaaaaaaaaar!!,2 hari yang lalu
youtube,Thanks You so much to YouTube and Coachella ❤❤❤❤❤,2 hari yang lalu
youtube,What a whacked out choad.,2 hari yang lalu
youtube,Im about 6 years older than him but Im so glad Justin came out during the prime time of child stars hitting mainstream with all age fan base loving them and even before the rise of social medial and smart phones. He deserves all his flowers.,2 hari yang lalu
youtube,The Lord has anointed this man with such a beautiful gift. Praying for you brother,2 hari yang lalu
youtube,❤❤ so good,2 hari yang lalu
youtube,❤,2 hari yang lalu
youtube,"Alright alright let's see what all the hype is about

Edit: I liked it yall chill tf out",2 hari yang lalu (diedit)
youtube,He’s performance heal something in all of us millennials!,2 hari yang lalu
youtube,🔥,2 hari yang lalu
youtube,and oh his smile 🥹 .,2 hari yang lalu
youtube,May all the truest love find you,2 hari yang lalu
youtube,He is not even trying,2 hari yang lalu
youtube,Mi chiqui hermoso 😢❤,2 hari yang lalu
youtube,Justin rompiendo el internet como sabe hacerlo,2 hari yang lalu
youtube,"Tantos no podemos estar equivocados , que grande eres Bieber",2 hari yang lalu
youtube,Guitar goes hard! 🔥,2 hari yang lalu
youtube,"God, I love him, sooooo muchhhhh",2 hari yang lalu
youtube,MK.GEE ON GUITAR IM SICKKKK,2 hari yang lalu
youtube,OMG 🥹🥹🥹❤️,2 hari yang lalu
youtube,"Drink water, best suggestion.❤",2 hari yang lalu
youtube,"BRO im crying rn, he’s genuinely happy now ❤❤❤",2 hari yang lalu
youtube,Lazy -not worthy of 10 M dollars,2 hari yang lalu
youtube,"I've experienced a failed marriage, but music has helped me move on with myself. Thank you, music is amazing!",2 hari yang lalu
youtube,Necesito tatuarme este video,2 hari yang lalu
youtube,❤❤❤❤,2 hari yang lalu
youtube,"I think people wanted BIG PERFORMANCE LIKE BACKUP DANCERS, huge autotune all managed in backstage. But why? He’s literally showing you the backstage process ON THE STAGE. 
He alone is enough you know! No dance. No extravagance. ONLY JB. And he can ACTUALLY PERFORM WHATEVER SONG HE WANTS NOT CONTROLLED BY SOMEONE ELSE. It’s about who’s in charge baby. We with you justin Bieber",2 hari yang lalu
youtube,me moje,2 hari yang lalu
youtube,My 75 year old school mom gets tickled pink when she sees Justin Bieber sing.,2 hari yang lalu
youtube,JB fan forever ♾️+❤,2 hari yang lalu
youtube,He really is a timeless Pop icon,2 hari yang lalu
youtube,Is that Mike?,2 hari yang lalu
youtube,"Such a good song! Creds to the songwriters:
Dijon Duenas (known professionally as Dijon)
Tobias Jesso Jr.
Michael Gordon (known as Mk.gee)
Eddie Benjamin
Carter Lan
Dylan Wiggins (also credited as Sir Dylan)
Daniel Chetrit 

And ofc JB :D",2 hari yang lalu (diedit)
youtube,cool,2 hari yang lalu
youtube,so jealous with this year coachella attendees,2 hari yang lalu
youtube,💜💜,2 hari yang lalu
youtube,Those boots 👢 😂😂😂😂😂😭😭😭,2 hari yang lalu
youtube,Soooooooo happy✨♥,2 hari yang lalu
youtube,closer and closer and closaaaaah,2 hari yang lalu
youtube,Ya comparte el concierto completo,2 hari yang lalu
youtube,He made it back from the belly of the beast.,3 hari yang lalu
youtube,The best song ever,3 hari yang lalu
youtube,This is just garbage -,3 hari yang lalu
youtube,"I'm 50, loving JB performance, he kept the attention of his audience 🎉❤😊",3 hari yang lalu
youtube,❤❤❤❤❤,3 hari yang lalu
youtube,I respect Justin and he is so talented. The road to Coachella must have been hard. He did it!,3 hari yang lalu
youtube,Showmanship at his peak!,3 hari yang lalu
youtube,Been praying for you ❤ so good to see God working through you!,3 hari yang lalu
youtube,❤❤love this guy. I’m 70 and would love to meet him,3 hari yang lalu
youtube,God bless you ❤❤❤,3 hari yang lalu
youtube,Amazing!!!,3 hari yang lalu
youtube,"his voice is amazing, but i wonder what happened here 1:39 ?",3 hari yang lalu
youtube,🏆👑🏆 THE MAN IS GREAT…,3 hari yang lalu
youtube,"It’s common in big concerts for artists to either have a backing vocal throughout the entire song(especially rap), or in this case, just for a certain part. It’s just to provide a better sound or to keep the artist in key. You can actually hear it faintly in other sections of this performance. He knew the backing track would be there and took a moment to catch his breath and connect with Mk.gee. Nothing crazy.",2 hari yang lalu (diedit)
youtube," @minustheface  i see, i thought there was an audio or instrumental issue or what, just wondering. I don’t mind with the backtrack, yeah it’s very common.",2 hari yang lalu (diedit)
youtube,"A backtrack? That's so normall bro most artist do that to catch breathe lmaoo but still we can literally hear his raw vocals, his mic is on.",2 hari yang lalu
youtube," @javzhang9666 i’m not talking about the backtrack, i have no problem with it, fr. I just thought he might have an audio issue or what, just it 😊",2 hari yang lalu
youtube, @javzhang9666 read,2 hari yang lalu
youtube,Maybe he needed a voice break lol,2 hari yang lalu
youtube, @ginnynoga7870 got it 😅,2 hari yang lalu
youtube,Como alguém conseguiu criticar esse espetáculo????? 🤷‍♀️,3 hari yang lalu
youtube,So many supportive fans - glad everyone stuck behind him.  He deserves every second of it.😊. Raw talent since the day he was born.,3 hari yang lalu
youtube,Apologies JB for all the judgement now we know why… so glad seeing you perform in such light. God Bless you.,3 hari yang lalu
youtube,I really appreciate the effort and passion behind this video.,3 hari yang lalu
youtube,💚,3 hari yang lalu
youtube,Porque todo artista tem que se vestir estranho?,3 hari yang lalu
youtube,This was a good set and performance.,3 hari yang lalu
youtube,HE is so FREE !!!!! I LOVE YOUR FREEDOM JUSTIN BIEBER!!!! You DESERVE IT !!!! WE SUPPORT AND WE LOVE YOU!❤❤❤,3 hari yang lalu
youtube,This performance is outstanding It helped me understand better.,3 hari yang lalu
youtube,"I don't understand what they're waiting for to upload ALL of Justin's videos and the ENTIRE live stream. Who's handling your marketing, guys? Wake up!",3 hari yang lalu
youtube,tempos ruins fazem pessoas boas tomarem decisões ruins isso não os torna pessoa ruins  justim Bieber great human 1🙏🙏🙏☝️,3 hari yang lalu
youtube,"Not every quiet phase is a downfall. Some are powerful comebacks in progress. Proud of you , Justin ❤❤❤ We Love You So Much ! 💗 Come back stronger 💪 God Bless You 🙌",3 hari yang lalu
youtube,Heartfelt performance 💟💟,3 hari yang lalu
youtube,took yall long enough to post this,3 hari yang lalu
youtube,I liked his overall performance best. It felt authentic and relatable for some reason. Big Love to JB,3 hari yang lalu
youtube,Him and Posty need to tour,3 hari yang lalu
youtube,❤❤,3 hari yang lalu
youtube,wonder how many times his been Diddy'd...Doh,3 hari yang lalu
youtube,Awesome!!!!,3 hari yang lalu
youtube,Anyone daring to walk the miles this dude has walked wouldn’t last half the journey. This is what healing looks like,3 hari yang lalu
youtube,i guess they just want to propperly mix and master the audio for the performances,2 hari yang lalu
youtube,He should sing baby next year with his 13 yr old hairstyle for nostalgia,3 hari yang lalu
youtube,"Absolute cinema!
The camera work is insane. You could post this video as an official music video, and I'm sure no one would have said otherwise",3 hari yang lalu
youtube,"he's so HAPPY
FINALLY!!!!!!!!!!!!",3 hari yang lalu
youtube,"Congratuation, Justin... 🎉🎉🎉",3 hari yang lalu (diedit)
youtube,Where is the old song video in this?,3 hari yang lalu
youtube,will you post the full set 😢,3 hari yang lalu
youtube,Bieber is always amazing❤...but this guitar sound 🫣,3 hari yang lalu
youtube,Where is the full live of justin???,3 hari yang lalu
youtube,so gooood to see him this happy!,3 hari yang lalu
youtube,We all love you. I'm a big fan  from thai,3 hari yang lalu
youtube,Aku bukanlah fans justin bieber. Tapi penampilannya sungguh menghibur🎉,3 hari yang lalu (diedit)
youtube,💘💘💘💘,3 hari yang lalu
youtube,Let's let him win. He's one of the musical geniuses of our generation.,3 hari yang lalu (diedit)
youtube,mr biebs is o fireee,3 hari yang lalu
youtube,CLOSA AND CLOSA AND CLOSAAAAAA,3 hari yang lalu
youtube,THAT VOICE ❤❤❤ Incredible performances! Thank you Justin!!,3 hari yang lalu
youtube,Belloooo,3 hari yang lalu
youtube,❤nunca he podido entender porqué usa esa ropa tan grande,3 hari yang lalu
youtube,有沒有台灣的Beliebers🇹🇼❤❤,3 hari yang lalu
youtube,his voice is too good to listen to,3 hari yang lalu
youtube,Welcome back Bieber,3 hari yang lalu
youtube,Te amo Justin,3 hari yang lalu
youtube,OMG….Justin and MK.gee Collaborating on ‘Daises’ is a gift to us all….such talent and magic together in this moment….Mk.gee’s gifted string instrument distortion and Justin’s amazing vocals and ….‘Swag’….just take this song to another level of musical innovation….,3 hari yang lalu
youtube,nice he dressed up for it,3 hari yang lalu
youtube,"Wow es como un retroceso en el tiempo, justin bieber en un escenario simplemente genial.",3 hari yang lalu
youtube,Overrated.... Boring,3 hari yang lalu
youtube,The way a love this beautiful human being ❤,3 hari yang lalu
youtube,Thank you JB! You are the best,3 hari yang lalu
youtube,Justin Bieber is very lucky he didn't go viral for reasons that would've been in a bad light. Racist POS.,3 hari yang lalu
youtube,🥲 Proud of you Bieber 👏🏽 🫶🏽🌻,3 hari yang lalu
youtube,He was happy because his family was there ❤,3 hari yang lalu
youtube,Incredible come back for Justin Bieber ❤️👏👏👏,3 hari yang lalu
youtube,thanks for healing me my brother Justin,3 hari yang lalu
youtube,He looks healthy! So happy to see❤️,3 hari yang lalu
youtube,CLOSER AND CLOSER AND CLOSAAAAAAH,3 hari yang lalu
youtube,closer and closer and closaaaaaahhhhhh,3 hari yang lalu
youtube,Men still men ❤,3 hari yang lalu
youtube,❤🤩👏👏,3 hari yang lalu
youtube,he doesn't give a f and he deserves it,3 hari yang lalu
youtube,Okay Camera work!!! 💯💯💯,3 hari yang lalu
youtube,Who are you?,3 hari yang lalu
youtube,🎉❤,3 hari yang lalu
youtube,❤❤❤❤,3 hari yang lalu
youtube,Not even a belieber but after this I think I'm becoming one and I know he went through much. His charm just got me <3,3 hari yang lalu
youtube,Perfect 🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹,3 hari yang lalu
youtube,"he just made the live version better, but when he smile singing “closah and closah and closaaaaahhh” just 🤯🍒🎂 thanks camera man to get so closer",3 hari yang lalu
youtube,mkgee plays the guitar like a super villain,3 hari yang lalu
youtube,Two full ads - really?  Settle down channel.,3 hari yang lalu
youtube,I feel like I’ve been gone from home for a really long time and I’m finally back,3 hari yang lalu
youtube,Why do I feel both sad and happy about his return? :face-purple-crying:,3 hari yang lalu
youtube,"ku kira audioku yg rusak, ternyata emang genjrengan gitarnya kek gitu ;-;",3 hari yang lalu
youtube,"He looks heathy and genuinely happy, made me smile",3 hari yang lalu
youtube,Honestly the hate don’t matter,3 hari yang lalu
youtube,This is so cool - the atmosphere had to be unreal,3 hari yang lalu
youtube,This is way better than the crazy productions we see all the time now.  This is music. An actual talent.,3 hari yang lalu
youtube,I see you mk.gee,3 hari yang lalu
youtube,maaaaaaan,3 hari yang lalu
youtube,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,3 hari yang lalu
youtube,Ameeeeeeee no lo supero. ❤❤❤❤❤❤❤❤❤❤❤,3 hari yang lalu
youtube,karaoke bieber,3 hari yang lalu
youtube,GOAT,3 hari yang lalu
youtube,These artist with these empty spaces they perform from - what’s really going on???,3 hari yang lalu
youtube,Beautiful,3 hari yang lalu
youtube,Cameraman needs a raise,3 hari yang lalu
youtube,"going through break up rn. or idek if we did. her heart isn't with me. watching the last part where it's just instruments, made me miss her so much. all the good memories together came down all at once. Iloveyousomuch mahal ko, i will be waiting until then.",3 hari yang lalu
youtube,💜✨,3 hari yang lalu
youtube,AURA,3 hari yang lalu
youtube,:face-purple-wide-eyes::face-purple-wide-eyes::face-purple-wide-eyes::face-purple-wide-eyes::hand-pink-waving::hand-pink-waving::face-blue-smiling::face-blue-smiling:absolute cinema:trophy-yellow-smiling::washhands:,3 hari yang lalu
youtube,❤🤴👑👑👑😇😇😇🌟🌟🌟🌟✨️✨️✨️✨️🪄🪄🪄🪄🌟🌟🌟🌟✨️✨️✨️✨️😇😇😇🌟🌟🌟🌟✨️✨️✨️✨️🪄🪄🪄🪄🪄🪄,3 hari yang lalu
youtube,I loveeeee this it’s cool our Justin Bieber has return to stage !!!!!!,3 hari yang lalu
youtube,Amazing voice and healed energy! He doesnt need more than his raw talent! Love this!,3 hari yang lalu
youtube,❤,3 hari yang lalu
youtube,me hace feliz que este de nuevo feliz arriba de un escenario❤,3 hari yang lalu
youtube,Prime Bieber back??? it's peak,3 hari yang lalu
youtube,Justin is Amazing 🎉🎉🎉😊,3 hari yang lalu
youtube,He looks healthy and happy,3 hari yang lalu
youtube,Relaxation and gestures. Coachella filled with MacBooks,3 hari yang lalu
youtube,You can tell in most parts he is NOT lip sincingw,3 hari yang lalu
youtube,"Bieber looks healthy, I pray that his inside is healthy and is as good as the outside looks.  May God always be with you.   ❤🙏🏻🕊️✝️🙏🏻❤️",3 hari yang lalu
youtube,W Mk.gee,3 hari yang lalu
youtube,"Production in this is insane. And Justin became a relatable person, his voice is not the BEST, but he is still a skilled musician, he knows how to play different instruments, and has musicality. Good for him he is doing good.",3 hari yang lalu (diedit)
youtube,The obviously AI generated thumbnail is too funny.,3 hari yang lalu
youtube,He reminds me of GaryTheProducer he's old and angry,3 hari yang lalu
youtube,"Small  production, more money to earned..",3 hari yang lalu
youtube,New boot goofin,3 hari yang lalu
youtube,Some of us ain’t cheap dates. Sorry but lousy headliner performance.,3 hari yang lalu
youtube,Clown,3 hari yang lalu
youtube,Effortless performance.. just being himself,3 hari yang lalu
youtube,"this was pure artistry on stage x thank you JUSTIN, FOR REMINDER US IT S ABOUT THE MUSIC",3 hari yang lalu
youtube,❤❤❤ Such a great performance and show.😊😊😊Sweet...,3 hari yang lalu
youtube,He’s still so handsome!! From his Bieber hair to this 🤪😱🤭,3 hari yang lalu
youtube,Yes ❤ I said FOREVER and I meant it 😘😘😘 Waiting for you to show up ❣️❣️❣️🌹🌹🌹🎶🎶🎶 Love of My Life 🥰🥰🥰🎉🎉🎉🎂🎂🎂 Carrie,3 hari yang lalu (diedit)
youtube,"Happiest and most relaxed hes seemed in a long time,  much love to him ⭐️",3 hari yang lalu
youtube,I love his voice so much,3 hari yang lalu
youtube,Great performance crazy outfit LOL haha we like it anyway 🎉❤❤❤,3 hari yang lalu
youtube,Who thought is was m&m,3 hari yang lalu
youtube,So much respect for you Justin!,3 hari yang lalu
youtube,That’s crazy🐐❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥,3 hari yang lalu
youtube,mk. gee  en vivo  con tu guitarra .!!,3 hari yang lalu
youtube,What a voice 🤤 🤩 ❤,3 hari yang lalu
youtube,Mk.gee is such a badass. So pumped that this dude is blowing up.,3 hari yang lalu
youtube,Indie music is making a big comeback,2 hari yang lalu
youtube,2 days ago coachella only had 1m now its at 6m,3 hari yang lalu
youtube,I'm now a bieleber,3 hari yang lalu
youtube,Idk but seeing him again in live stage confident with what he have kinda makes my heart warm 🥹,3 hari yang lalu
youtube,🤩♥️,3 hari yang lalu
youtube,1:21 gets me so giddy,3 hari yang lalu
youtube,Simplesmente incrível.,3 hari yang lalu
youtube,🌼🌼🌼❤️❤️❤️✨✨✨,3 hari yang lalu
youtube,He looks happy again. It’s so good to see him smiling and enjoing himself,3 hari yang lalu
youtube,Welcome back Justin... welcome back,3 hari yang lalu
youtube,BIEBERCHELLAAA!!,3 hari yang lalu
youtube,Stage design is dope.,3 hari yang lalu
youtube,Bieber,3 hari yang lalu
youtube,Love you,3 hari yang lalu
youtube,🥰 Justin 🥰,3 hari yang lalu
youtube,❤🙏,3 hari yang lalu
youtube,❤❤❤❤❤,3 hari yang lalu
youtube,Love his voice,3 hari yang lalu
youtube,obrigada,3 hari yang lalu
youtube,The Cinematography at Coachella has been insane,3 hari yang lalu
youtube,😍😍😍😍,3 hari yang lalu
youtube,That smile,3 hari yang lalu
youtube,"Justin Bieber is proof that no matter how far you fall, you can always rise again. He went through struggles and lost direction for a time, but he didn’t stay there. He grew, changed, and found his way back stronger, wiser, and grounded in faith. At Coachella 2026, he didn’t just perform👌he showed healing, growth, and redemption. 

Let this remind you: your past doesn’t define your future. You can always start again. God bless.😇",3 hari yang lalu
youtube,i want this version on spotify. somehow better than the studio one,3 hari yang lalu
youtube,still recovering from this🥹💜,3 hari yang lalu
youtube,MAGNÉTICO. Podría verlo horas y horas sin cansarme.,3 hari yang lalu
youtube,i was up at 4 AM just to see this but it  was SO  cool and funny,3 hari yang lalu
youtube,"i will play this all time, all year long, and will be when i have my own family",3 hari yang lalu
youtube,Nosso Goat voltou....,3 hari yang lalu
youtube,Where can I see the full concert?,3 hari yang lalu
youtube,Voice of an angel I swear,3 hari yang lalu
youtube,❤❤,3 hari yang lalu
youtube,Justinn you're the GOAT,3 hari yang lalu
youtube,Eu amo muito esse cara 💜🇧🇷🇧🇷,3 hari yang lalu
youtube,🌼🌼🌼🌼🌼❤🙌💥❤️🤗💥❤️,3 hari yang lalu
